"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC117888483",1.34283203161608,-0.622741622776836,5.50767674393203,0.00118266849505715,0.00732484477937185,-0.397729812970243
"METTL21A",-1.33818909199559,2.02783129499813,-5.50416225186584,0.00118678953432324,0.00733963008937014,-0.812172029570227
"SPAG8",1.81289846276275,0.0544490353245376,5.50242818143765,0.00118882884210867,0.00734419510522663,-0.46028703451476
"FBXO15",1.75125485622246,0.647604866874938,5.500482531959,0.001191121676852,0.0073529238469406,-0.542786760387853
"LMNTD1",1.44675401552963,1.42916932620888,5.50047420382292,0.00119113150178638,0.0073529238469406,-0.680882210695005
"FGF12",2.62621397922578,-3.51397731682347,5.49605743374706,0.0011963549861187,0.00736634351952653,-0.500363580962957
"MMP19",2.65626264905669,0.240983086805129,5.49436125816277,0.00119836782431483,0.00736817805705264,-0.466368184179355
"UNC13A",1.50041683702988,3.01441578112707,5.49348954546301,0.00119940376405467,0.00737187075743654,-1.00138375911604
"DPYS",1.72313373256122,-2.63209594193831,5.48517520095108,0.00120933539738881,0.00741139206803646,-0.403185658842202
"BIRC5",-2.20968020328059,0.466281978304496,-5.48339139154003,0.00121147824896811,0.00742183834651846,-0.535978860726471
"GPR84",1.26359958463788,-0.800305312848866,5.47945249071423,0.00121622514336067,0.00743746491604415,-0.413710044825906
"LOC117885268",1.64706730323793,-1.11888360522337,5.4713120957425,0.00122610198272033,0.00748048495418597,-0.399866689983525
"LOC117877548",-4.15100736927068,-2.7659575707236,-5.46798018535001,0.00123017068136327,0.00749297847033246,-0.464118163864384
"LOC117875746",1.98721920979368,-2.00008508728125,5.46292562732422,0.00123637204629294,0.00752235570080099,-0.397305385120541
"CLIC5",1.13904789380872,4.48165565063246,5.46286116771864,0.00123645135807872,0.00752235570080099,-1.30852490802593
"LOC117867645",1.88540158819744,-2.63009229356026,5.46238380362742,0.00123703889046192,0.00752235570080099,-0.424564899023421
"C4H11orf24",1.08668750834437,2.35439139567377,5.46146361292844,0.00123817233516391,0.00752312566077238,-0.918417889193879
"PAX3",-1.75364840795129,-1.68263537300092,-5.45755883147266,0.0012429950889201,0.00754666039465188,-0.399637806508346
"LOC117885501",-2.27374126044461,-3.51987048310618,-5.44873787560055,0.00125396789054127,0.00759452322047627,-0.518787010820441
"LOC117878122",1.78957830527567,-1.29707240987508,5.44845850767552,0.00125431718856247,0.00759452322047627,-0.414409901761517
"LOC117877543",2.73587931930941,-3.46536821074375,5.44359501844925,0.00126041568902573,0.00762014425754152,-0.538822491062336
"C1R",1.58124942033277,4.15063869823634,5.44346855340451,0.00126057471314026,0.00762014425754152,-1.26310878444505
"LHFPL2",1.74483882766629,2.31252772231079,5.44143483554034,0.00126313512997126,0.00762791268038633,-0.904005139881705
"CNTNAP2",-4.86931957749466,0.585635613524993,-5.43432123105021,0.00127213725023609,0.00766222063419863,-0.502281541976814
"CCNB1IP1",-1.5648292682948,-1.97371179526853,-5.43408586617427,0.00127243633280379,0.00766222063419863,-0.421492041378037
"RANBP3L",1.63225127267253,3.74054360089178,5.43227152893617,0.00127474450658202,0.00766987128417198,-1.20284848435249
"CCDC122",4.685189821076,-2.46363691537452,5.43130846602552,0.00127597161799519,0.00766987128417198,-0.496278878383678
"LOC117867758",-1.23633167833491,0.796989428540922,-5.42880490873908,0.00127916782239372,0.00768538604279945,-0.667163098174898
"ADAD1",-4.15323001498938,-3.55827540306855,-5.4285760737122,0.00127946041780261,0.00768538604279945,-0.578512976062378
"LOC117887011",-2.2811732965461,-2.04779541861628,-5.42528926854691,0.0012836713580477,0.00769264931213859,-0.432125924483712
"LOC117869700",-2.28850704991569,-0.490581490768786,-5.4236910507108,0.00128572458016541,0.00770115822990481,-0.487348373768667
"C3H6orf163",-2.95949502431008,-2.30680228310766,-5.42220493598623,0.00128763710465693,0.0077069943266644,-0.447863741327147
"LOC117869209",1.96312203241153,-0.627163493893681,5.42199310496521,0.00128790997711784,0.0077069943266644,-0.473985495181997
"SERP2",1.37963801984385,1.02978605595536,5.41505665110369,0.00129688134599492,0.00774060339504124,-0.703598323074335
"ATP2A3",-1.46602702835622,5.28425906705019,-5.41121461738477,0.00130188078667763,0.00776341201182841,-1.42030293583502
"LOC117883300",-2.75606042004019,-3.690763078819,-5.41106325011369,0.00130207819722392,0.00776341201182841,-0.581164522384688
"SPINK2",1.6277799840272,2.04107670777854,5.40199654920588,0.00131396456930716,0.00779918629322291,-0.896685665845955
"HAPLN2",1.90868374920779,-0.817308079800341,5.400971016248,0.00131531671298864,0.00780387452734289,-0.48302915824263
"PLD4",1.57107386313229,0.238503334987851,5.39711334094868,0.00132041703324771,0.00781769986852571,-0.599260434153931
"VXN",-2.59273937792773,-4.05337516025476,-5.39314280169086,0.00132568985196269,0.00783340966833217,-0.644290718836795
"LOC117869605",4.64611923803883,-4.29030153887044,5.38795320719606,0.00133261735409683,0.00786792526391965,-0.618024019785647
"LOC117883435",-1.31942450666528,-1.17333613463286,-5.38648407104215,0.00133458587812522,0.00787035422993558,-0.486808458559242
"C1QTNF4",1.04243569698463,1.37326262438335,5.38625886033759,0.00133488793175309,0.00787035422993558,-0.805594944256159
"LOC117880027",-1.12610712642317,1.95855222035351,-5.38117223486202,0.0013417306895986,0.00788690241321657,-0.937288994372418
"LOC117887225",-1.36360698469123,-0.0654172748672929,-5.38033357241977,0.00134286268576932,0.00788770715504465,-0.593135363686235
"LOC117869590",2.18731806417063,0.459436744661717,5.37701069407445,0.00134735837287085,0.00790260454721932,-0.631858242548343
"LOC117874932",-1.21037144210395,1.81527216199761,-5.36756144541113,0.00136023564970878,0.00795608644439334,-0.920522350029187
"CDH2",1.02899206624416,8.19036703176947,5.36661192114574,0.00136153729110258,0.00795688259849841,-1.25800748373643
"LOC117875324",3.06579998991448,0.585433965978067,5.36639095601347,0.0013618403990705,0.00795688259849841,-0.624040219387113
"LOC117888269",7.42874787639347,-0.403514806754578,5.36157285487155,0.00136846853923429,0.0079794344954732,-0.498862914336671
"DIRAS3",-3.72023901836165,-2.50578879335673,-5.36007419678427,0.00137053760690936,0.00798426378919861,-0.524835380616323
"TSPAN11",2.37333326470567,-1.13313990920472,5.35875077403819,0.0013723676717061,0.00799116292469028,-0.503312439267176
"LOC117880689",-1.65069499939113,5.41351406913004,-5.35786219271477,0.00137359797008835,0.00799557732124651,-1.47372713177516
"LOC117881030",1.42339378493939,1.12386858881302,5.35611924530345,0.00137601480271655,0.00800689300838466,-0.782616086194999
"LOC117871288",2.33259932528371,4.44927448250035,5.35234987149145,0.00138125794339329,0.00802912487314749,-1.35061702671992
"LOC117886918",-1.13345378452078,1.43295624973569,-5.34854573122961,0.00138657226345479,0.00804620566726525,-0.867945993899053
"LOC117872775",1.40349942378591,3.22692607627396,5.34703794497307,0.00138868498347004,0.00805570497605284,-1.21165110258687
"LOC117886521",2.03869397144222,-1.8191003425209,5.34588004303472,0.00139030990400367,0.008062369042635,-0.504498233268928
"LOC117869666",-1.63782430714693,2.26737314892091,-5.34320641315852,0.00139407007879211,0.00807941444823664,-1.02869817199119
"SPIDR",1.11499032292494,3.20852161331731,5.34311164642339,0.00139420356804745,0.00807941444823664,-1.22862191013041
"LOC117882400",2.32696371042306,-2.65893714366219,5.33807729312358,0.00140131573576357,0.00811507501835998,-0.540888709137187
"LOC117883393",2.52728504893658,-3.10429666096088,5.33370262673198,0.00140752912792452,0.00814548555131437,-0.583237806693973
"TK1",-1.18516955217146,0.715265267898805,-5.32933359271778,0.00141376549463774,0.00817270707279848,-0.761986480220211
"ISG20",-2.26537830896154,-3.24426740915943,-5.32855315658205,0.00141488276207667,0.0081740736302437,-0.587920999415027
"ADAMTS5",1.28038779516628,2.36149721836592,5.32620777389742,0.0014182463839088,0.0081907114661418,-1.0616477501912
"PLCH2",-1.95357465902908,-2.40198286876973,-5.32364697397146,0.00142192922982812,0.00820079279587176,-0.534159827568187
"LOC117881693",1.02592433205993,-0.484334383379945,5.31127053778994,0.00143988098415545,0.00827333040539678,-0.614692612335626
"CD40LG",-2.33871615550433,-0.571803696325922,-5.30344622154653,0.00145136156100985,0.00832517117634814,-0.601418135959233
"TTC25",1.90060613595091,-0.371537021890967,5.30245949447536,0.00145281668231937,0.00833011151123414,-0.619551385994631
"LOC117868381",-1.33042131030262,0.94111188340193,-5.29945093283455,0.00145726353832462,0.00834771430800096,-0.828997701512129
"LOC117879753",-1.23114787006794,0.0546143462723803,-5.297410982776,0.00146028743627322,0.00835655530869026,-0.69788318259486
"LOC117887760",1.0617412005067,2.15936466559828,5.29329406126726,0.00146641164245691,0.00837524920632474,-1.06312656275732
"LOC117886774",-1.1487791484759,1.43171851833923,-5.2932201762938,0.0014665218151983,0.00837524920632474,-0.928442457088865
"LOC117876293",-1.29471323854089,1.53805592193807,-5.28972973187772,0.00147173718233805,0.00839088407694621,-0.949251338114602
"LOC117887250",1.10723579373902,1.0091981727756,5.28885999065423,0.00147303998237744,0.00839548502914749,-0.84428999213082
"RPE65",2.97426584869436,-2.53900091446881,5.28833991028333,0.00147381963958139,0.00839710227356383,-0.586501815611263
"SPATA6L",1.11692767346075,1.58447467068247,5.28758823015949,0.0014749473108572,0.00839797913280862,-0.95098839585794
"TACR1",1.20578415750728,1.2653771721089,5.28757614524319,0.0014749654485899,0.00839797913280862,-0.888947858190221
"LOC117884335",-1.35412486397212,-0.485957123928687,-5.28718550686214,0.00147555187619885,0.00839849409064709,-0.642257823892188
"LOC117869576",1.07240701923199,2.00051070826363,5.28086756135149,0.0014850729283837,0.00843284369427267,-1.04448331715092
"BUB1B",1.24349326692599,0.210556057319371,5.27220110150532,0.00149824581554232,0.0084763770112189,-0.735792004427562
"ACP7",1.07966030429629,3.6982407364575,5.26878652324552,0.00150347198786558,0.00849735564387695,-1.41206746206476
"LOC117880481",2.03097359897998,-0.590494556820757,5.26829377166314,0.00150422785951766,0.00849735564387695,-0.631594372183089
"LOC117886163",2.22689782416191,-3.80464379470686,5.26814053146461,0.00150446301425283,0.00849735564387695,-0.711136542910523
"OTOP2",4.02275437738469,-3.68381787068599,5.26468736620479,0.00150977305214328,0.00852415579455897,-0.707206299581929
"MCOLN2",-2.15875288158503,-1.00419163268324,-5.26293971713368,0.00151246849997414,0.00852834802199868,-0.613255591811582
"LOC117878536",1.55109181039753,-0.246000501942545,5.25975859279226,0.00151738874521323,0.00854186955541743,-0.684710490366657
"LOC117881886",-2.03907265741612,0.652151628945307,-5.25335797717226,0.00152734324272981,0.00855635610195381,-0.814991575283885
"PCDH15",-1.28449554880271,0.462564460588346,-5.25145651529872,0.00153031461266399,0.008569053351931,-0.804436208291255
"AVIL",-1.7757006036602,0.147203724509971,-5.24980525288263,0.00153290027834949,0.00857596649419186,-0.750619742196807
"LOC117880862",1.29137510499475,-0.456996875797915,5.24525538265396,0.00154005025743199,0.00859514535566772,-0.681994500236264
"LOC117883410",-1.14262812965833,-0.0593568287949573,-5.24240713672412,0.00154454527784509,0.00861739215477788,-0.742463067527463
"LOC117869940",1.35850003527799,3.45293059973568,5.24027811544771,0.00154791487777262,0.00863050465107796,-1.38020329019672
"STUM",1.55543023804519,0.722682296794939,5.23774762627974,0.00155193064025404,0.00863833780471038,-0.840667409680806
"BSN",1.58293079555874,0.418739019734566,5.23612537188516,0.00155451124262136,0.00864735179740721,-0.795617904825329
"LOC117882320",-1.035150405016,0.355975098997694,-5.22991984144974,0.00156442733570915,0.00868824141540279,-0.815316016537777
"LOC117873120",1.29767230765139,0.940142588561157,5.22840707514215,0.00156685542505322,0.00869887308604136,-0.893965838442212
"LOC117888682",-1.22685415875868,-0.383970413117241,-5.22460777891672,0.00157297225716561,0.0087242513038275,-0.720926674752692
"CHAD",4.93998606180234,-1.44397237051789,5.22228643904285,0.00157672280891036,0.00874218969328064,-0.627231358337597
"LOC117868467",3.55069383623452,-4.59486508957943,5.22085238071934,0.00157904481944982,0.00875219833968703,-0.784494953866323
"LOC117868777",-1.20915136538198,1.05915151514737,-5.21936079786291,0.00158146405420885,0.00875753202156762,-0.93944593763886
"LOC117872663",3.8553671104976,-1.68588748360202,5.21895241696064,0.00158212714386987,0.00875753202156762,-0.627989911704961
"LOC117879302",1.24490480116585,2.74794194713298,5.21612024522894,0.00158673436486108,0.00877758020261112,-1.26807140703442
"LRRC46",1.1851888442425,-0.360598593175849,5.21334510227345,0.00159126345491347,0.00879975966102211,-0.727546857241765
"LOC117886664",2.76558461551351,-2.80990049986366,5.21020556554733,0.0015964047786162,0.00881281245786699,-0.670432332692959
"LOC117870440",1.00034942673336,0.843408257827645,5.20939699038073,0.00159773192927411,0.00881281245786699,-0.90638899009959
"INAVA",1.52347390989144,-0.000182155909051832,5.20795859329219,0.00160009590271298,0.00881979945333295,-0.77003002921269
"STXBP1",-1.06265019016895,4.03313741038846,-5.20409557046356,0.00160646418388947,0.00883477038837296,-1.56500073772591
"LOC117883648",-3.65932743453939,-3.75861328537818,-5.20235613736984,0.00160934098081042,0.0088421527662049,-0.773002724598494
"LOC117867927",4.69150391607438,-1.94551625037586,5.19914961991667,0.00161465933979205,0.0088683187157635,-0.664122933756397
"LOC117878094",2.02047260599414,3.67349971165726,5.19705147275415,0.00161815004125266,0.00888172922156605,-1.42837655573481
"LOC117880012",1.45771872210418,-0.333610163643927,5.19269837130039,0.00162541942303401,0.00889567779257755,-0.747588648999007
"KIF17",3.58313855727502,-1.77066955891263,5.18686172256547,0.00163522391584256,0.00892913465558275,-0.65820776575793
"C10H16orf71",1.87907237182932,-0.833002614400665,5.18300454083528,0.00164173975514257,0.00895028308880524,-0.703576639669369
"LOC117878632",-2.98180314014078,-4.10244971999897,-5.18106343386619,0.00164502985509878,0.00896213595933739,-0.817618169543732
"PLCB1",1.64145849709505,3.42014773825839,5.17640103068304,0.00165296277200121,0.00898831683310743,-1.42889465699714
"LOC117881088",-2.31188890710215,-2.24430825195833,-5.17147445976628,0.00166139192328659,0.0090294944460269,-0.673748222419599
"CFAP161",1.21253873208938,0.782163964432002,5.17135210356886,0.00166160188353037,0.0090294944460269,-0.932546042718283
"RPGRIP1",-1.42905302743289,-0.772101059675962,-5.16209995988587,0.0016775650749889,0.00909636826051017,-0.744202296274858
"LOC117869711",2.87087612041397,0.48673258623301,5.16066366921281,0.00168005860346944,0.00910349834641537,-0.838613412382054
"LOC117869639",-1.84640501072014,0.874152315677133,-5.15544050125953,0.001689161672317,0.00913820274675519,-0.963736893192245
"IGFBP3",1.16396227823835,2.59453729603499,5.15358550836155,0.00169240793033077,0.00915284046128742,-1.30982625384058
"LOC117876610",-1.32351763590345,1.25448133574595,-5.15186791147906,0.00169541999682498,0.00916327698890435,-1.04749956487453
"LOC117883489",4.32626307732964,-4.75571142452567,5.14801548001457,0.00170219775528964,0.00919110796885187,-0.834125696407532
"LOC117887631",1.91739311274844,-2.30178780492467,5.14482745026369,0.00170782963250814,0.0092110420171068,-0.700525705249743
"CCN2",2.31784711280389,5.95342447132675,5.14469423020543,0.00170806543044442,0.0092110420171068,-1.65990362711403
"LOC117868550",-2.99065315720519,-2.75784768405967,-5.14165421133328,0.00171345618400591,0.00923129289334144,-0.724739425897099
"GPR34",1.72872494532361,0.00392313334991064,5.14053568514978,0.00171544443466842,0.00923612738068055,-0.837697118310382
"RTKN2",1.99692435319251,-2.25733335542579,5.13629824350193,0.00172300030433874,0.00926796828251838,-0.708066539688986
"LOC117885257",2.30131036518501,2.27796711670568,5.12893927984999,0.00173621126001495,0.00931240584917109,-1.21184025844984
"LOC117885049",-1.55877583488398,-1.40238853629479,-5.12759039095615,0.00173864513480549,0.00932250730451595,-0.733655798369157
"LOC117886184",2.41862920794273,-4.38937790810799,5.11928227189705,0.00175372072263279,0.00939441727185733,-0.882142930124442
"LOC117887957",2.35879986095078,-2.95652108803989,5.11601434926135,0.00175969076796877,0.00941101122407184,-0.759038897337645
"LOC117885738",-2.25132226057898,0.609968157591579,-5.11545828875411,0.00176070888548158,0.00941101122407184,-0.953079726924136
"IRF4",1.27807058131164,2.05984627786712,5.11433742368246,0.00176276314250643,0.00941901807890859,-1.23660711842777
"AGRN",1.35162507028023,6.25177005483878,5.11292327536903,0.00176535875484246,0.00942356833008526,-1.71791455268691
"SAXO2",2.10651637259303,-3.00428027197995,5.09948549159405,0.00179023866747529,0.00952974264582176,-0.774299470826207
"MYPOP",1.41893935918938,-0.574631794948561,5.09745143046411,0.00179403892295834,0.00954097395805704,-0.823455274224525
"DUSP27",-1.01195961739951,6.15525058726004,-5.0932756180311,0.00180186906218182,0.00956159474457057,-1.76075503859741
"LOC117867692",-1.29964330257647,-0.685942037745616,-5.09287439904611,0.00180262341399951,0.00956260096154565,-0.827238535145738
"LOC117871370",3.32299462381393,-0.2018940752737,5.08737388286929,0.00181300105528404,0.00959360839660148,-0.823683069800705
"MCM5",1.0071055306908,1.14344255296632,5.08589451486071,0.0018158035682666,0.00960543637034002,-1.09576025721172
"FAM166A",-2.26130864343061,-3.41275314868823,-5.08406370367552,0.00181927859360386,0.0096208133746078,-0.814537811708045
"FHDC1",1.75952991016945,-0.584918136632314,5.08003780371634,0.00182694637343368,0.0096523191704688,-0.834637778499339
"TMED6",-1.03867804957067,0.990728925096682,-5.07971572998161,0.00182756136536744,0.00965255664372016,-1.08579849451106
"LOC117881989",-3.72959788429684,-4.15942876016542,-5.07628968949393,0.00183411771637766,0.00967210068247364,-0.891317003364235
"MTHFD2L",-1.80439769355137,-1.70310657167643,-5.07330424246661,0.00183985245427922,0.00969630302157173,-0.77469935269639
"LOC117882351",-1.88238834120015,-1.1825389975151,-5.06492721412392,0.00185605167785977,0.00975738064613456,-0.808608058959588
"NTM",1.28630657172156,2.80422512418415,5.06408244954942,0.00185769412617118,0.00975995489868342,-1.45161591807654
"LOC117878877",1.80647115337037,-2.51011798751723,5.06055044013313,0.00186457899615662,0.00977953734573655,-0.785017407747317
"PROZ",-1.83989174139488,-2.94529883797025,-5.06035890560348,0.00186495316843702,0.00977953734573655,-0.799553817882139
"LOC117888909",2.39726708637569,-0.850901441013542,5.05755153049714,0.00187044720135834,0.00979353199152776,-0.824260356172132
"PPP2R2C",2.6356617880234,0.52109466985344,5.05224936399196,0.00188087318354293,0.00983595602746523,-0.971769862219158
"LOC117873067",-2.10004865380778,-0.0836624262270075,-5.04629798660974,0.00189265354432877,0.00988432958605452,-0.933441611204699
"LOC117869477",2.61346551744847,-4.01482090257035,5.04423647211691,0.00189675347503724,0.00989166554342909,-0.923045361735923
"LOC117875247",-1.34593463671331,-0.776024359380291,-5.04422130412573,0.00189678367799647,0.00989166554342909,-0.869534691104356
"LOC117871877",1.52663756281646,-0.368880665260578,5.04380348814383,0.00189761585802813,0.00989295853571128,-0.900794230697237
"LOC117882999",-2.24774025723897,-3.02326650577815,-5.04160887014536,0.00190199369855588,0.00990967978389131,-0.824164411468803
"RUNDC3B",-2.21237657507286,-1.65874969430711,-5.03962748381246,0.00190595592384676,0.00992726904290902,-0.80812865127962
"LOC117877624",2.2525808856047,-0.869932243996398,5.03860349932598,0.00190800724102132,0.00992939540668778,-0.844716703287248
"MFRP",1.08048829551703,2.58635452191593,5.03718606846093,0.00191085082833829,0.00993418239501043,-1.44391486195006
"LRRIQ3",1.36995379409237,0.959178528506744,5.02882325785442,0.00192772507270784,0.0100006644167162,-1.11626025541651
"LOC117886017",1.6980180105267,-2.60270720480385,5.02601835446572,0.00193342213513544,0.0100148782545881,-0.819999408457946
"C1QTNF5",1.07014242683556,4.04835734437367,5.02524659419934,0.00193499297719682,0.0100199498724384,-1.75287841534448
"LOC117868295",1.6558522103099,-1.702869153826,5.02449179208457,0.00193653068833502,0.0100217830518267,-0.822145070650516
"FAM149A",1.34249917313952,1.79004588088136,5.02129638687945,0.00194305569870659,0.0100432729384001,-1.28507786005281
"HS6ST3",-5.72446641302402,-2.41411225174842,-5.02064247198592,0.00194439403088487,0.0100471236267847,-0.861936120154406
"LOC117873034",-1.86170575726408,-3.19010927090525,-5.01828002255371,0.00194923775590045,0.0100690795975175,-0.852419785400504
"LRRIQ1",1.65316111789442,0.554295077613232,5.01627379193092,0.00195336176104934,0.0100750151385466,-1.05430536625806
"LOC117887273",-1.33178797089996,-0.384083257071355,-5.01139539598744,0.00196343070195755,0.0101146249091108,-0.947961574864482
"ADCY1",1.51917101671947,-0.265686324552289,5.01053276938002,0.00196521720474233,0.0101207490656636,-0.949387532976606
"LOC117883472",-1.10232733010631,-0.403635932943515,-5.00752783329421,0.00197145469803921,0.0101466998182061,-0.952682472294116
"B4GALNT1",3.4629948843134,-0.923099676527529,5.00407406629657,0.00197865130931143,0.0101713729874227,-0.857293840934982
"LOC117880397",2.12788249860226,4.6970496536997,5.00192310081252,0.00198314816903274,0.0101821249078931,-1.79456437540275
"LOC117885017",1.05243932355507,0.83612339098612,5.00078073693489,0.00198554108403901,0.0101871044502579,-1.13619038295871
"RNF165",-1.00525102207268,1.71182814311229,-5.00059862213302,0.00198592286011346,0.0101871044502579,-1.316015486778
"LOC117870432",-1.00972284677004,0.0299853970878779,-4.99820191015172,0.00199095488614668,0.0102005564560126,-1.02156518050437
"LOC117887224",1.52488525797248,-0.428529400559594,4.99410195953733,0.00199959615861536,0.0102312071252395,-0.94785208959276
"IGFBP6",-1.25489961320362,4.38898212763594,-4.9936728463947,0.00200050301022889,0.0102312071252395,-1.85110970777045
"NR5A2",-1.09231077979637,-0.0778100268823736,-4.99055781402134,0.00200709990784411,0.0102522542200677,-1.01394828833304
"LOC117875224",1.37866901855101,-0.655397497040112,4.98976207022988,0.0020087890153817,0.0102546953263366,-0.931348531764405
"LOC117887167",3.67923431776696,-1.03415408675563,4.98316415696088,0.00202285585441041,0.0102992858827463,-0.870531199073147
"RALYL",-1.07571244248746,1.02438594179461,-4.98229262153969,0.00202472222894541,0.0103018694419269,-1.20179899462263
"UCMA",2.47006259539524,-0.55299718169534,4.97919478765378,0.00203137182815548,0.0103194195933518,-0.930270601659125
"ESPNL",-1.42698348219952,-0.484680390256928,-4.97912046097381,0.00203153167342644,0.0103194195933518,-0.96966040907928
"MINDY4B",-2.4788763244205,-1.88274020531468,-4.97898265056846,0.00203182808269266,0.0103194195933518,-0.862467454134438
"LOC117886560",-4.44369087950347,-3.54104972748916,-4.97724363909836,0.00203557260427522,0.0103285033127092,-0.945536285245619
"LOC117877758",1.73265703673825,1.80734504984143,4.97674677763029,0.0020366438912975,0.0103285033127092,-1.32420660739376
"GPR179",5.96337090032793,-3.48708715715274,4.97562395570848,0.00203906714708827,0.0103344878783734,-0.927146779701986
"POLN",-1.55640205515204,-1.37011231578001,-4.96832662891426,0.00205489515946079,0.010399145168903,-0.899737766143662
"CSF3",-1.29364513195765,0.435845917467728,-4.96706151594801,0.00205765320233038,0.0104099915372155,-1.11376728105371
"LRRC53",1.32318069773044,-0.357490344740565,4.96576653753791,0.00206048065531957,0.0104202186390035,-0.99163241176707
"OTOGL",-2.32120620233185,-0.958032057285001,-4.96276840549901,0.00206704350971197,0.0104418996867401,-0.92580731867692
"PDK2",-1.07945689933507,8.72184098298903,-4.96142250609496,0.00206999728051744,0.0104443575539338,-1.67045850003097
"LOC117888572",-4.31626133870333,-3.95912859627443,-4.96082100757867,0.00207131888639442,0.0104479126313127,-0.972023563464598
"KLHL14",1.07845095993858,2.93501771829311,4.95931959731621,0.00207462189979061,0.0104521191993914,-1.61054076063297
"LOC117879489",-1.13921362287877,2.69362780812873,-4.9556712483673,0.00208267269698565,0.0104695793141751,-1.57963282367767
"LOC117879472",-1.44401945756823,-1.03741492376416,-4.95478914969245,0.00208462447679128,0.0104744647672127,-0.939724746233894
"LOC117871170",2.65243456840294,-3.37835155916631,4.95249183047959,0.00208971728645881,0.0104969394279463,-0.941636832310084
"LOC117867789",1.29392718468883,-1.11504409963259,4.95177041008111,0.00209131944427586,0.0105014240280137,-0.932425179944061
"LOC117879258",4.31725102876193,-4.29344461390382,4.95153145656435,0.00209185042499796,0.0105014240280137,-0.981931766092462
"LOC117869690",-3.40699275837662,-4.70136234208271,-4.94489624524431,0.00210665514517462,0.010538254526807,-1.02848780250189
"OXSM",1.0792744989709,2.66267597001905,4.9441148693375,0.00210840629894242,0.0105391314369032,-1.56865558151853
"LIMS1",1.12598021055448,5.98452260819652,4.93978232683568,0.00211814569488813,0.0105738682345344,-1.93999174615109
"LOC117871719",-1.05969669968398,0.733864171646638,-4.93783483839548,0.00212254000408225,0.0105883479256563,-1.2003733682141
"LOC117889209",-1.18625073113801,4.48475817125852,-4.93603825064026,0.00212660288786951,0.0106035826561527,-1.93281531840465
"LOC117872433",-3.33557016498227,-2.61059910111658,-4.93355231387848,0.0021322390850847,0.010613724208897,-0.914784202714877
"DDX4",-1.20605280886723,-0.805867013980941,-4.93126814823188,0.00213743258873476,0.0106310372743222,-0.989134654246994
"UNC5D",2.97377018548094,-3.1423305905955,4.92823194672206,0.00214435796540073,0.010651338641282,-0.950452079006481
"LOC117886851",2.70320912909763,-1.15285658754653,4.92538638474586,0.00215087135078502,0.0106649208148881,-0.937876674512405
"LOC117880680",-5.15457684814011,-2.3434509532561,-4.92481337573419,0.00215218562838669,0.0106661936371213,-0.935078698377561
"FAM167B",1.37257913110239,0.982205856326401,4.92472523940967,0.00215238786145653,0.0106661936371213,-1.23836642266896
"LOC117867311",-3.05035131003877,-3.68876256113933,-4.9230948230594,0.00215613277589842,0.0106785014022486,-0.99410948671498
"LOC117870938",-1.65614014388233,-1.34195715838872,-4.92114168937693,0.0021606285622519,0.010691455580911,-0.950498833917897
"LOC117875041",2.74852175277604,-0.58298848418948,4.92107604115287,0.00216077985591142,0.010691455580911,-0.983488879165486
"MLH1",-1.14286521603863,5.49407152836747,-4.91749518503807,0.00216905035887837,0.0107160815824898,-1.99794847873082
"GPR75",2.74615680923679,-0.620198957129007,4.9173370611598,0.00216941638603762,0.0107160815824898,-0.984216209650457
"CPE",4.28093308711567,2.98158618838163,4.91688404385257,0.00217046541966926,0.0107181367603557,-1.43713623343839
"LOC117873963",-1.39160657428781,-0.815137930732425,-4.91607458211085,0.00217234127324312,0.0107211468317767,-1.00257319735177
"KCTD4",3.76248863889661,-4.23961091046073,4.91372936976414,0.00217778635709928,0.0107395348888384,-1.02047138987495
"KCNIP2",3.34144877764134,-4.55065638439883,4.90533236183475,0.00219740825566408,0.0108007878064325,-1.04580407256109
"LOC117868904",2.45961185831796,-4.09128513501102,4.90312590666976,0.00220259706334152,0.0108200104652051,-1.04678476009495
"TMEM174",-1.30632443173654,0.0971226128630318,-4.90188853009569,0.002205512948021,0.0108311922125405,-1.13491976661294
"LOC117871372",2.82372460463819,-2.87206475894256,4.8993511240753,0.00221150590230448,0.0108531125501272,-0.959093824930828
"LOC117868390",4.82243930642944,-4.51621021243169,4.89891395133062,0.002212540277744,0.0108531125501272,-1.02683353207272
"LOC117882844",3.33994879656729,-4.16630933336995,4.89551554586987,0.00222059961377658,0.0108844412891877,-1.04032607144246
"LOC117888501",-2.49899603969265,-3.44327822007809,-4.89466948510252,0.00222261116299445,0.0108867442357492,-0.989003403850657
"THBS1",1.96943635253543,7.21826675338943,4.89222639764915,0.00222843119027486,0.0109025027338676,-1.88735397463576
"LOC117870793",-2.23895331954433,-0.847948755951194,-4.88404519108891,0.00224804552744416,0.0109669129692342,-1.02192831325101
"COL1A1",2.25945562375213,5.82980111268027,4.86667147801756,0.00229034373602125,0.0111179794197905,-1.9899765333409
"LOC117870462",-1.31180832735737,-0.799317968143695,-4.86478697342155,0.00229498512875588,0.0111301548564926,-1.06117465664259
"CA10",-1.97776603327716,-0.997494616469063,-4.8646548328664,0.00229531097613372,0.0111301548564926,-1.03280161022035
"SLC25A31",-3.63562938289296,-4.54762228516923,-4.86246625315116,0.00230071537322416,0.0111467849541645,-1.08655147045399
